2005M  2453458.56             18.800 .019 17.919 .012 18.160 .017 19.154 .030 18.273 .020
2005M  2453459.56             18.812 .016 17.953 .012 18.197 .016 19.183 .025 18.321 .016
2005M  2453460.55             18.820 .013 17.990 .012 18.231 .016 19.217 .016 18.331 .015
2005M  2453464.54             18.874 .013 18.102 .011 18.373 .018 19.277 .019 18.434 .015
2005M  2453465.60             18.920 .012 18.122 .011 18.430 .016 19.275 .019 18.461 .014
2005M  2453466.59             18.923 .013 18.157 .011 18.465 .020 19.336 .021 18.480 .017
2005M  2453472.54             19.016 .010 18.320 .009 18.695 .023 19.392 .017 18.610 .014
2005M  2453474.52             19.038 .012 18.384 .010 18.715 .019 19.468 .022 18.633 .016
2005M  2453476.51             19.081 .017 18.438 .016 18.770 .021 19.398 .030 18.693 .021
2005M  2453478.54             19.096 .027 18.511 .017 18.824 .027 19.472 .035 18.690 .027
2005M  2453479.54             19.126 .048 18.550 .035 18.776 .053 19.477 .052 18.766 .045
2005M  2453480.50             19.100 .027 18.530 .021 18.919 .037 19.496 .040 18.808 .030
2005am 2453432.56 14.576 .006 13.988 .005 13.988 .008 14.267 .007 14.082 .013 14.033 .007
2005am 2453436.61 14.443 .005 13.769 .002 13.755 .003 14.286 .003 13.851 .003 13.782 .002
2005am 2453438.56 14.551 .009 13.787 .006 13.721 .005 14.332 .008 13.882 .006 13.765 .005
2005am 2453444.63 15.253 .009 14.119 .006 14.052 .007 14.774 .009 14.344 .008 13.975 .006
2005am 2453445.63 15.376 .010 14.199 .006 14.125 .009 14.827 .011 14.465 .008 14.045 .006
2005am 2453446.63 15.531 .010 14.296 .004 14.211 .006 14.885 .007 14.599 .006 14.129 .006
2005am 2453451.55             14.861 .010 14.389 .009 14.752 .019                        
2005am 2453452.56 16.590 .015 14.988 .007 14.391 .008 14.754 .012 15.447 .011 14.541 .009
2005am 2453453.55 16.685 .016 15.101 .008 14.405 .007 14.703 .009 15.581 .009 14.615 .006
2005am 2453454.58 16.844 .020 15.223 .006 14.438 .005 14.693 .008 15.711 .011 14.693 .007
2005am 2453455.65 17.015 .025 15.359 .006 14.474 .006 14.675 .007 15.871 .012 14.768 .006
2005am 2453456.56 17.052 .022 15.476 .006 14.517 .005 14.668 .006 15.958 .010 14.841 .007
2005am 2453457.56 17.203 .020 15.574 .006 14.582 .006             16.057 .010 14.923 .007
2005am 2453458.53 17.307 .023 15.712 .007 14.671 .005 14.728 .006 16.174 .010 15.040 .006
2005am 2453459.66 17.388 .026 15.824 .006 14.784 .006 14.813 .006 16.301 .011 15.158 .006
2005am 2453460.50 17.452 .023 15.912 .008 14.876 .007 14.900 .008 16.386 .012 15.233 .006
2005am 2453461.50 17.550 .022 16.011 .008 14.973 .007             16.440 .012 15.342 .008
2005am 2453464.52 17.715 .025 16.224 .008 15.212 .006 15.262 .008 16.679 .012 15.558 .008
2005am 2453465.52 17.744 .018 16.288 .008 15.280 .006 15.346 .008 16.740 .013 15.631 .007
2005am 2453466.52 17.831 .023 16.337 .008 15.347 .006 15.414 .008 16.783 .013 15.671 .008
2005am 2453467.63 17.873 .016 16.366 .008 15.402 .004 15.469 .006 16.814 .011 15.720 .007
2005am 2453468.52 17.877 .015 16.407 .007 15.446 .007 15.546 .007 16.854 .012 15.769 .007
2005am 2453472.48 18.011 .018 16.507 .008 15.624 .004 15.745 .007 16.960 .013 15.890 .008
2005am 2453473.48 18.023 .017 16.555 .009 15.676 .007 15.800 .007 17.004 .013 15.949 .008
2005am 2453474.49 18.079 .014 16.574 .008 15.699 .006 15.850 .008 17.010 .012 15.991 .008
2005am 2453475.48 18.112 .015 16.623 .009 15.736 .007 15.900 .008 17.030 .014 16.024 .008
2005am 2453476.48 18.108 .014 16.621 .011 15.780 .011 15.952 .014 17.035 .015 16.033 .010
2005am 2453477.47 18.122 .016 16.668 .009 15.831 .009 15.994 .013 17.079 .014 16.085 .010
2005am 2453478.47 18.131 .017 16.674 .011 15.859 .012 16.022 .015 17.109 .017 16.114 .010
2005am 2453479.47 18.147 .050 16.714 .034 15.902 .019 16.089 .028 17.033 .026 16.090 .030
2005am 2453480.47 18.169 .018 16.705 .009 15.940 .009 16.123 .009 17.128 .018 16.187 .011
2005am 2453481.46 18.203 .024 16.705 .010 15.981 .008 16.147 .010 17.147 .015 16.197 .010
2005am 2453482.50 18.075 .044 16.751 .015 16.006 .011 16.205 .016 17.131 .023 16.244 .014
2005am 2453483.50 18.232 .020 16.764 .010 16.036 .009 16.241 .012 17.182 .017 16.261 .011
2005am 2453489.49 18.431 .018 16.867 .009 16.248 .009 16.489 .010 17.295 .015 16.435 .010
2005am 2453490.46 18.455 .016 16.908 .009 16.301 .009 16.531 .010 17.282 .019 16.459 .009
2005am 2453491.46 18.429 .024 16.908 .014 16.343 .015 16.576 .023 17.332 .025 16.496 .014
2005am 2453512.45 18.906 .031 17.244 .014 17.099 .013 17.340 .018 17.529 .020 17.070 .016
2005iq 2453682.54 17.379 .016 17.034 .007 17.194 .008 17.416 .011 17.117 .009 17.175 .009
2005iq 2453683.55 17.288 .014 16.931 .009 17.103 .011 17.337 .013 17.015 .009 17.080 .011
2005iq 2453684.59 17.248 .015 16.857 .009 17.011 .010 17.333 .014 16.935 .010 17.003 .010
2005iq 2453687.54 17.309 .019 16.733 .008 16.907 .012 17.409 .014 16.838 .010 16.875 .008
2005iq 2453689.62 17.434 .020 16.758 .010 16.876 .011 17.492 .017 16.863 .011 16.859 .012
2005iq 2453690.56 17.541 .021 16.793 .009 16.896 .011 17.497 .013 16.903 .009 16.864 .010
2005iq 2453694.60 18.028 .021 16.985 .009 17.061 .010 17.769 .015 17.167 .009 17.011 .009
2005iq 2453695.61 18.095 .020 17.057 .008 17.136 .008 17.874 .015 17.250 .009 17.070 .009
2005iq 2453698.57 18.518 .030 17.304 .006 17.371 .008 18.170 .017 17.562 .009 17.263 .009
2005iq 2453699.60 18.751 .032 17.414 .008 17.437 .008 18.242 .017 17.664 .010 17.330 .009
2005iq 2453702.60 19.163 .042 17.742 .009 17.590 .009 18.313 .013 18.045 .012 17.537 .011
2005iq 2453706.63 19.658 .063 18.193 .010 17.666 .009 18.196 .016 18.583 .017 17.806 .011
2005iq 2453716.60             19.102 .043 18.071 .018 18.145 .021 19.370 .078 18.517 .027
2005iq 2453721.57 20.740 .195 19.452 .031 18.477 .016 18.559 .023 19.713 .058 18.851 .033
2005iq 2453726.59 20.639 .171 19.597 .023 18.684 .014 18.918 .027 19.945 .049 19.105 .028
2005iq 2453730.58 21.112 .208 19.763 .027 18.881 .018 19.150 .030 20.141 .031 19.236 .021
2005iq 2453738.53 21.618 .253 19.858 .076 19.159 .028 19.458 .033 20.328 .047 19.422 .022
2005iq 2453746.54             20.066 .065 19.425 .031 19.720 .054 20.357 .116 19.670 .054
2005iq 2453750.54             20.173 .115 19.520 .064 19.941 .087             19.684 .092
2005iq 2453755.54             20.213 .080 19.706 .046             20.547 .060 19.863 .051
2006bh 2453828.90             14.681 .003 14.745 .004 15.022 .003 14.737 .004 14.768 .002
2006bh 2453829.89 14.937 .007 14.572 .003 14.646 .004 14.951 .004 14.635 .005 14.664 .003
2006bh 2453830.90 14.895 .007 14.479 .004 14.573 .002 14.951 .004 14.548 .004 14.581 .003
2006bh 2453831.90             14.422 .004 14.522 .004 14.985 .004 14.487 .004 14.522 .004
2006bh 2453832.91 14.909 .009 14.412 .004 14.502 .005 15.021 .007 14.454 .004 14.486 .003
2006bh 2453833.91 14.928 .009 14.380 .005 14.469 .005 15.071 .006 14.441 .005 14.465 .003
2006bh 2453835.92 15.093 .012                                     14.504 .006 14.473 .005
2006bh 2453838.87 15.392 .012 14.558 .004 14.574 .004 15.279 .004 14.676 .004 14.546 .004
2006bh 2453841.91 15.767 .009 14.773 .004 14.829 .004 15.615 .007 14.967 .005 14.703 .005
2006bh 2453845.87 16.392 .009 15.161 .003 15.121 .004 15.809 .005 15.464 .005 14.991 .004
2006bh 2453846.87 16.570 .009 15.268 .004 15.155 .004 15.800 .006 15.607 .006 15.056 .005
2006bh 2453850.85             15.722 .004 15.248 .004 15.686 .004 16.144 .007 15.340 .005
2006bh 2453853.91 17.618 .014 16.057 .006 15.322 .006 15.610 .008 16.499 .007 15.545 .006
2006bh 2453858.85 18.116 .035 16.552 .005 15.613 .004 15.690 .004 17.014 .028 15.951 .008
2006bh 2453861.86 18.265 .025 16.796 .005 15.871 .004 15.954 .005 17.225 .009 16.188 .005
2006bh 2453862.84 18.311 .025 16.872 .007 15.959 .005 16.038 .008 17.287 .009 16.276 .007
2006bh 2453866.83 18.455 .039 17.093 .009 16.225 .005 16.344 .008 17.472 .013 16.490 .009
2006bh 2453867.83 18.506 .041 17.109 .010 16.264 .008 16.401 .009 17.516 .015 16.537 .009
2006bh 2453870.84 18.620 .080 17.220 .011 16.396 .006 16.559 .008 17.584 .018 16.642 .009
2006bh 2453871.82             17.234 .009 16.447 .006 16.619 .008 17.616 .016 16.689 .008
2006bh 2453872.81 18.709 .042 17.257 .009 16.482 .009 16.670 .010 17.654 .014 16.724 .009
2006bh 2453886.81 19.058 .017 17.558 .004 17.004 .004 17.299 .005 17.943 .006 17.142 .005
2006bh 2453891.78 19.178 .052 17.642 .007 17.191 .007 17.490 .013 18.000 .014 17.283 .008
2006bh 2453892.79 19.252 .035 17.664 .004 17.222 .004 17.527 .005 18.015 .007 17.309 .005
2006bh 2453893.80 19.287 .030 17.680 .004 17.264 .004 17.575 .006 18.042 .007 17.341 .004
